訂單編號,顧客編號,產品編號,產品名稱,產品類別,單價,數量,下單日期,小計,利潤,成本,明年度預期目標值,姓名,性別,年齡,居住地區,職業類別,年,月,日,季,年齡層
ID01500,AC1700732,F011,經典高領多彩T恤男裝-白,男裝,1200.0,2.0,2016-12-05,2400.0,460.8,259.2,2544.0,賴恭隆,Male,32,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,30
ID01501,AC1701950,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,2.0,2016-12-05,3480.0,574.2,469.8,3688.8,陳維哲,Male,26,宜蘭縣,其他,2016.0,12.0,5.0,4.0,20
ID01502,AC1703206,F007,運動潮流連帽外套男裝-灰,男裝,1450.0,3.0,2016-12-05,4350.0,835.2,469.8,4611.0,謝志穎,Female,55,桃園市,住宿和餐飲業,2016.0,12.0,5.0,4.0,50
ID01503,AC1701599,F007,運動潮流連帽外套男裝-灰,男裝,1450.0,3.0,2016-12-05,4350.0,835.2,469.8,4611.0,劉進合,Male,38,宜蘭縣,金融業和房地產,2016.0,12.0,5.0,4.0,30
ID01504,AC1703809,F022,短夾-紅,皮件,2900.0,3.0,2016-12-05,8700.0,1983.6,626.4,9222.0,舒皇琇,Female,46,臺北市,其他,2016.0,12.0,5.0,4.0,40
ID01505,AC1700388,F022,短夾-紅,皮件,2900.0,3.0,2016-12-05,8700.0,1983.6,626.4,9222.0,王麗華,Female,51,新北市,住宿和餐飲業,2016.0,12.0,5.0,4.0,50
ID01506,AC1702978,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,焦瑜海,Male,39,桃園市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01507,AC1700742,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-01-04,1800.0,297.0,243.00000000000003,1908.0,駱穎威,Female,37,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01508,AC1703709,F036,經典美式純POLO-藍,女裝,980.0,1.0,2017-01-04,980.0,161.7,132.3,1038.8,黎欣宜,Female,37,基隆市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01509,AC1700818,F009,大化妝包-深藍,配件,2100.0,1.0,2017-01-04,2100.0,520.8,109.19999999999999,2226.0,李宜伶,Male,42,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01510,AC1701412,F002,運動潮流直筒棉褲男童-白,童裝,930.0,1.0,2016-12-05,930.0,163.68,115.32,985.8000000000001,袁俊榮,Female,40,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,40
ID01511,AC1703377,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,潘雅晴,Female,34,基隆市,住宿和餐飲業,2017.0,1.0,4.0,1.0,30
ID01512,AC1701821,F014,大化妝包-黑,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,陳俊龍,Male,44,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01513,AC1703393,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,許哲東,Female,45,基隆市,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01514,AC1700879,F041,三層樓梯椅-黑,家俱,820.0,1.0,2016-12-05,820.0,123.0,123.0,869.2,張淑芬,Female,25,新北市,住宿和餐飲業,2016.0,12.0,5.0,4.0,20
ID01515,AC1703065,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,巫淑惠,Female,53,桃園市,其他,2017.0,1.0,4.0,1.0,50
ID01516,AC1702535,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,伏育瑋,Male,45,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,40
ID01517,AC1703181,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-04,4800.0,1190.4,249.6,5088.0,施怡婷,Male,37,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,30
ID01518,AC1702032,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2016-12-05,2900.0,435.0000000000002,435.0,3074.0,陳婉奇,Male,32,宜蘭縣,其他,2016.0,12.0,5.0,4.0,30
ID01519,AC1703759,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,2.0,2016-12-05,3480.0,574.2,469.8,3688.8,唐意婷,Female,42,基隆市,金融業和房地產,2016.0,12.0,5.0,4.0,40
ID01520,AC1700957,F002,運動潮流直筒棉褲男童-白,童裝,930.0,1.0,2016-12-05,930.0,163.68,115.32,985.8000000000001,劉先芷,Male,36,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,30
ID01521,AC1703880,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,李琬婷,Female,44,臺北市,其他,2017.0,1.0,4.0,1.0,40
ID01522,AC1702245,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-01-04,1800.0,297.0,243.00000000000003,1908.0,楊延博,Male,48,桃園市,其他,2017.0,1.0,4.0,1.0,40
ID01523,AC1701685,F036,經典美式純POLO-藍,女裝,980.0,1.0,2017-01-04,980.0,161.7,132.3,1038.8,張雅群,Male,29,宜蘭縣,其他,2017.0,1.0,4.0,1.0,20
ID01524,AC1702865,F009,大化妝包-深藍,配件,2100.0,1.0,2017-01-04,2100.0,520.8,109.19999999999999,2226.0,陳建雪,Female,52,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,50
ID01525,AC1703449,F041,三層樓梯椅-黑,家俱,820.0,1.0,2016-12-05,820.0,123.0,123.0,869.2,張偉誠,Female,44,基隆市,金融業和房地產,2016.0,12.0,5.0,4.0,40
ID01526,AC1701642,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,邱家豪,Male,25,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01527,AC1701132,F014,大化妝包-黑,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,魏伊威,Female,29,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01528,AC1701457,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,李玟柏,Male,37,宜蘭縣,其他,2017.0,1.0,4.0,1.0,30
ID01529,AC1700663,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2016-12-05,2900.0,435.0000000000002,435.0,3074.0,楊慶仲,Female,51,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,50
ID01530,AC1701612,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,陳家榮,Male,44,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01531,AC1700263,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,劉美以,Female,45,新北市,其他,2017.0,1.0,4.0,1.0,40
ID01532,AC1702842,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-04,4800.0,1190.4,249.6,5088.0,陳亭綺,Male,26,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,20
ID01533,AC1702305,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,2.0,2016-12-05,3480.0,574.2,469.8,3688.8,林浩志,Male,43,桃園市,住宿和餐飲業,2016.0,12.0,5.0,4.0,40
ID01534,AC1703736,F002,運動潮流直筒棉褲男童-白,童裝,930.0,1.0,2016-12-05,930.0,163.68,115.32,985.8000000000001,李潔俐,Female,44,基隆市,金融業和房地產,2016.0,12.0,5.0,4.0,40
ID01535,AC1701795,F041,三層樓梯椅-黑,家俱,820.0,1.0,2016-12-05,820.0,123.0,123.0,869.2,卓劭延,Female,29,新北市,其他,2016.0,12.0,5.0,4.0,20
ID01536,AC1702909,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,陳彥桂,Male,45,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,40
ID01537,AC1701352,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-01-04,1800.0,297.0,243.00000000000003,1908.0,黃彥琦,Female,45,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01538,AC1703649,F036,經典美式純POLO-藍,女裝,980.0,1.0,2017-01-04,980.0,161.7,132.3,1038.8,陳孟軒,Male,35,基隆市,住宿和餐飲業,2017.0,1.0,4.0,1.0,30
ID01539,AC1702683,F009,大化妝包-深藍,配件,2100.0,1.0,2017-01-04,2100.0,520.8,109.19999999999999,2226.0,黃文裕,Female,50,桃園市,農林漁牧業,2017.0,1.0,4.0,1.0,50
ID01540,AC1703185,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2016-12-05,2900.0,435.0000000000002,435.0,3074.0,林天胤,Male,52,桃園市,住宿和餐飲業,2016.0,12.0,5.0,4.0,50
ID01541,AC1701904,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,陳鳳婷,Female,22,新北市,住宿和餐飲業,2017.0,1.0,4.0,1.0,20
ID01542,AC1703400,F014,大化妝包-黑,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,郭玉梅,Female,32,基隆市,其他,2017.0,1.0,4.0,1.0,30
ID01543,AC1701049,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,楊淑惠,Female,34,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01544,AC1703414,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,2.0,2016-12-05,3480.0,574.2,469.8,3688.8,馮堯弘,Female,25,基隆市,住宿和餐飲業,2016.0,12.0,5.0,4.0,20
ID01545,AC1702501,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,鄭菁卉,Male,52,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,50
ID01546,AC1700831,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,陳淑芬,Female,28,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01547,AC1701384,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-04,4800.0,1190.4,249.6,5088.0,屈語琪,Female,46,新北市,住宿和餐飲業,2017.0,1.0,4.0,1.0,40
ID01548,AC1703835,F002,運動潮流直筒棉褲男童-白,童裝,930.0,1.0,2016-12-05,930.0,163.68,115.32,985.8000000000001,杜文豪,Female,52,臺北市,其他,2016.0,12.0,5.0,4.0,50
ID01549,AC1700773,F041,三層樓梯椅-黑,家俱,820.0,1.0,2016-12-05,820.0,123.0,123.0,869.2,毛伶斌,Male,31,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,30
ID01550,AC1700444,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2016-12-05,2900.0,435.0000000000002,435.0,3074.0,蔡信宏,Male,37,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,30
ID01551,AC1702441,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,葉淑娟,Female,60,桃園市,其他,2017.0,1.0,4.0,1.0,60
ID01552,AC1703810,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-01-04,1800.0,297.0,243.00000000000003,1908.0,林麗娟,Female,43,臺北市,其他,2017.0,1.0,4.0,1.0,40
ID01553,AC1703249,F036,經典美式純POLO-藍,女裝,980.0,1.0,2017-01-04,980.0,161.7,132.3,1038.8,許怡樺,Male,44,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,40
ID01554,AC1701915,F009,大化妝包-深藍,配件,2100.0,1.0,2017-01-04,2100.0,520.8,109.19999999999999,2226.0,林昇木,Male,34,宜蘭縣,住宿和餐飲業,2017.0,1.0,4.0,1.0,30
ID01555,AC1700752,F015,法蘭絨格紋襯衫-紅,女裝,1740.0,2.0,2016-12-05,3480.0,574.2,469.8,3688.8,駱淑梅,Female,36,新北市,金融業和房地產,2016.0,12.0,5.0,4.0,30
ID01556,AC1700608,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,尹宥意,Female,28,新北市,住宿和餐飲業,2017.0,1.0,4.0,1.0,20
ID01557,AC1701354,F014,大化妝包-黑,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,陳哲嘉,Male,33,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01558,AC1700885,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,倪佳玲,Male,37,新北市,其他,2017.0,1.0,4.0,1.0,30
ID01559,AC1702196,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-01-04,2030.0,357.28,251.72,2151.8,楊國偉,Male,57,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,50
ID01560,AC1700684,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,潘立偉,Female,35,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01561,AC1702248,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,夏昌信,Male,45,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,40
ID01562,AC1701059,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-04,4800.0,1190.4,249.6,5088.0,李志成,Male,25,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01563,AC1702001,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-01-04,4060.0,714.56,503.44,4303.6,劉寶宏,Male,38,宜蘭縣,其他,2017.0,1.0,4.0,1.0,30
ID01564,AC1703162,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,王長典,Male,52,桃園市,其他,2017.0,1.0,4.0,1.0,50
ID01565,AC1702315,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,謝少育,Male,49,桃園市,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01566,AC1702236,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,林雅芬,Female,42,桃園市,其他,2017.0,1.0,4.0,1.0,40
ID01567,AC1703761,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-01-04,1800.0,297.0,243.00000000000003,1908.0,杜淑梅,Female,29,基隆市,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01568,AC1701901,F036,經典美式純POLO-藍,女裝,980.0,1.0,2017-01-04,980.0,161.7,132.3,1038.8,劉于倫,Male,31,宜蘭縣,其他,2017.0,1.0,4.0,1.0,30
ID01569,AC1702804,F009,大化妝包-深藍,配件,2100.0,1.0,2017-01-04,2100.0,520.8,109.19999999999999,2226.0,黃佳琪,Male,64,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,60
ID01570,AC1701997,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,劉國華,Male,36,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01571,AC1701083,F012,托特包-白,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,李亭君,Male,36,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01572,AC1700258,F014,大化妝包-黑,配件,1740.0,1.0,2017-01-04,1740.0,431.52,90.47999999999999,1844.4,吳家豪,Male,49,臺北市,其他,2017.0,1.0,4.0,1.0,40
ID01573,AC1701821,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,陳俊龍,Male,44,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01574,AC1703524,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-01-04,2030.0,357.28,251.72,2151.8,張雅新,Female,35,基隆市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01575,AC1700464,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,黃樂琇,Female,35,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01576,AC1700182,F009,大化妝包-深藍,配件,2100.0,2.0,2017-01-04,4200.0,1041.6,218.39999999999998,4452.0,梁志平,Male,58,臺北市,農林漁牧業,2017.0,1.0,4.0,1.0,50
ID01577,AC1701420,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-04,4800.0,1190.4,249.6,5088.0,涂宜芳,Female,30,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01578,AC1700469,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-01-04,4060.0,714.56,503.44,4303.6,郭家慧,Male,33,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01579,AC1702393,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,陳美珍,Female,64,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,60
ID01580,AC1701927,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,郭彥伶,Female,27,宜蘭縣,住宿和餐飲業,2017.0,1.0,4.0,1.0,20
ID01581,AC1702272,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,宋筱涵,Male,54,桃園市,金融業和房地產,2017.0,1.0,20.0,1.0,50
ID01582,AC1703356,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,陳瑩清,Male,39,基隆市,住宿和餐飲業,2017.0,1.0,20.0,1.0,30
ID01583,AC1703233,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-20,4800.0,1190.4,249.6,5088.0,李致彬,Female,43,桃園市,其他,2017.0,1.0,20.0,1.0,40
ID01584,AC1703225,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,王俊豪,Male,58,桃園市,住宿和餐飲業,2017.0,1.0,20.0,1.0,50
ID01585,AC1703053,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,蔡依宜,Female,43,桃園市,其他,2017.0,1.0,20.0,1.0,40
ID01586,AC1700104,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-20,4800.0,1190.4,249.6,5088.0,黃宛凌,Female,57,新北市,金融業和房地產,2017.0,1.0,20.0,1.0,50
ID01587,AC1703553,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,黃佳琳,Female,26,基隆市,其他,2017.0,1.0,20.0,1.0,20
ID01588,AC1703927,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,馮奕辰,Female,50,臺北市,金融業和房地產,2017.0,1.0,20.0,1.0,50
ID01589,AC1702461,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-20,4800.0,1190.4,249.6,5088.0,張孝方,Male,51,桃園市,金融業和房地產,2017.0,1.0,20.0,1.0,50
ID01590,AC1700942,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,林韻婷,Male,31,新北市,金融業和房地產,2017.0,1.0,20.0,1.0,30
ID01591,AC1701949,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,葉萬弘,Male,34,宜蘭縣,金融業和房地產,2017.0,1.0,20.0,1.0,30
ID01592,AC1701199,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-20,4800.0,1190.4,249.6,5088.0,高筱婷,Male,49,新北市,其他,2017.0,1.0,20.0,1.0,40
ID01593,AC1700469,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,郭家慧,Male,33,新北市,金融業和房地產,2017.0,1.0,20.0,1.0,30
ID01594,AC1700977,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-01-20,5400.0,891.0000000000005,729.0,5724.0,吳惠敏,Male,22,新北市,住宿和餐飲業,2017.0,1.0,20.0,1.0,20
ID01595,AC1701023,F004,大化妝包-桃粉,配件,1600.0,3.0,2017-01-20,4800.0,1190.4,249.6,5088.0,張俊嘉,Male,26,新北市,金融業和房地產,2017.0,1.0,20.0,1.0,20
ID01596,AC1700835,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-02-02,1450.0,239.2500000000001,195.75,1537.0,陳柏宇,Female,34,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01597,AC1700789,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,陳建宸,Male,30,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01598,AC1702881,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-02-02,1800.0,297.0,243.00000000000003,1908.0,林家慶,Male,58,桃園市,住宿和餐飲業,2017.0,2.0,2.0,1.0,50
ID01599,AC1700469,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-02-02,1800.0,297.0,243.00000000000003,1908.0,郭家慧,Male,33,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01600,AC1701752,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-02-02,1800.0,297.0,243.00000000000003,1908.0,陳永貞,Female,38,宜蘭縣,其他,2017.0,2.0,2.0,1.0,30
ID01601,AC1701069,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-01-04,2030.0,357.28,251.72,2151.8,夏芳屏,Male,28,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01602,AC1702612,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-01-04,4060.0,714.56,503.44,4303.6,陳世倫,Male,51,桃園市,其他,2017.0,1.0,4.0,1.0,50
ID01603,AC1702166,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,陳思峰,Male,55,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,50
ID01604,AC1702161,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,許富真,Male,46,桃園市,其他,2017.0,1.0,4.0,1.0,40
ID01605,AC1703365,F009,大化妝包-深藍,配件,2100.0,2.0,2017-02-02,4200.0,1041.6,218.39999999999998,4452.0,楊惠英,Female,50,基隆市,金融業和房地產,2017.0,2.0,2.0,1.0,50
ID01606,AC1700417,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-02-02,5400.0,891.0000000000005,729.0,5724.0,陳麗恬,Female,38,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01607,AC1701872,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,陳智傑,Male,29,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,20
ID01608,AC1701324,F012,托特包-白,配件,1740.0,5.0,2017-02-02,8700.0,2157.6,452.4,9222.0,沈逸群,Male,32,宜蘭縣,農林漁牧業,2017.0,2.0,2.0,1.0,30
ID01609,AC1700624,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-02-02,1450.0,239.2500000000001,195.75,1537.0,張琳虹,Female,41,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,40
ID01610,AC1702044,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-01-04,2030.0,357.28,251.72,2151.8,陳順恩,Male,37,宜蘭縣,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01611,AC1701787,F016,後背包-藍,配件,890.0,1.0,2017-02-02,890.0,220.72,46.28,943.4000000000001,林若合,Male,34,宜蘭縣,住宿和餐飲業,2017.0,2.0,2.0,1.0,30
ID01612,AC1700426,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-02-02,1800.0,297.0,243.00000000000003,1908.0,馮陽穎,Male,31,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01613,AC1702588,F016,後背包-藍,配件,890.0,1.0,2017-02-02,890.0,220.72,46.28,943.4000000000001,劉行歡,Male,55,桃園市,住宿和餐飲業,2017.0,2.0,2.0,1.0,50
ID01614,AC1702922,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-01-04,4060.0,714.56,503.44,4303.6,林素喜,Female,53,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,50
ID01615,AC1702853,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,吳孟平,Male,50,桃園市,住宿和餐飲業,2017.0,1.0,4.0,1.0,50
ID01616,AC1701200,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,姚心怡,Male,31,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01617,AC1700863,F005,運動潮流連帽外套男裝-灰,男裝,1450.0,5.0,2017-01-04,7250.0,1392.0,783.0,7685.0,黃佩璇,Female,32,新北市,金融業和房地產,2017.0,1.0,4.0,1.0,30
ID01618,AC1700494,F009,大化妝包-深藍,配件,2100.0,2.0,2017-02-02,4200.0,1041.6,218.39999999999998,4452.0,王家任,Male,39,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01619,AC1702656,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,3.0,2017-02-02,5400.0,891.0000000000005,729.0,5724.0,王雅慧,Female,53,桃園市,農林漁牧業,2017.0,2.0,2.0,1.0,50
ID01620,AC1703562,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2017-01-04,2030.0,357.28,251.72,2151.8,姚瑜琳,Female,43,基隆市,金融業和房地產,2017.0,1.0,4.0,1.0,40
ID01621,AC1701468,F006,運動潮流直筒棉褲男童-黑,童裝,750.0,5.0,2017-02-02,3750.0,660.0,465.0,3975.0,李維偉,Male,37,宜蘭縣,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01622,AC1701138,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2017-02-02,1450.0,239.2500000000001,195.75,1537.0,仇友昕,Female,39,新北市,金融業和房地產,2017.0,2.0,2.0,1.0,30
ID01623,AC1703032,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,2.0,2017-01-04,4060.0,714.56,503.44,4303.6,陳靜霞,Female,55,桃園市,其他,2017.0,1.0,4.0,1.0,50
ID01624,AC1702893,F016,後背包-藍,配件,890.0,1.0,2017-02-02,890.0,220.72,46.28,943.4000000000001,謝其蓮,Female,47,桃園市,其他,2017.0,2.0,2.0,1.0,40
ID01625,AC1702365,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2017-02-02,1800.0,297.0,243.00000000000003,1908.0,林家豪,Male,22,桃園市,住宿和餐飲業,2017.0,2.0,2.0,1.0,20
